departure,departure_state,destination,destination_state,rel_tonnage,cargo_type,ship_tonnage,ship_tonnage_class,ship_tonnage_class_ranking
Dunkerque,France,Genes,République de Gênes,100.0,Objets manufacturés,200,[101-200],d
Dunkerque,France,Genes,République de Gênes,100.0,Matières premières,200,[101-200],d
Dunkerque,France,Genes,République de Gênes,200.0,Matières premières,200,[101-200],d
Dunkerque,France,Genes,République de Gênes,65.0,Objets manufacturés,130,[101-200],d
Dunkerque,France,Genes,République de Gênes,65.0,Matières premières,130,[101-200],d
Dunkerque,France,Setubal,Portugal,110.0,Divers,110,[101-200],d
Dunkerque,France,Setubal,Portugal,180.0,Divers,180,[101-200],d
Dunkerque,France,Setubal,Portugal,100.0,Divers,100,[51-100],c
Dunkerque,France,Setubal,Portugal,110.0,Divers,110,[101-200],d
Dunkerque,France,Setubal,Portugal,90.0,Divers,90,[51-100],c
Dunkerque,France,Setubal,Portugal,90.0,Divers,90,[51-100],c
Dunkerque,France,Setubal,Portugal,90.0,Divers,90,[51-100],c
Dunkerque,France,Setubal,Portugal,110.0,Divers,110,[101-200],d
Dunkerque,France,Setubal,Portugal,120.0,Divers,120,[101-200],d
Dunkerque,France,Setubal,Portugal,320.0,Divers,320,[201-500],e
Dunkerque,France,Hambourg,Hambourg,250.0,Divers,250,[201-500],e
Dunkerque,France,Elseneur,Danemark,230.0,Divers,230,[201-500],e
Dunkerque,France,Gothembourg,Suède,160.0,Divers,160,[101-200],d
Dunkerque,France,Gothembourg,Suède,100.0,Divers,100,[51-100],c
Dunkerque,France,Gothembourg,Suède,160.0,Divers,160,[101-200],d
Dunkerque,France,Saint Valery,France,58.0,Subsistances,58,[51-100],c
Dunkerque,France,Saint Valery,France,19.0,Subsistances,38,[21-50],b
Dunkerque,France,Saint Valery,France,19.0,Objets manufacturés,38,[21-50],b
Dunkerque,France,Saint Valery,France,15.0,Subsistances,30,[21-50],b
Dunkerque,France,Saint Valery,France,15.0,Objets manufacturés,30,[21-50],b
Dunkerque,France,Saint Valery,France,23.0,Subsistances,46,[21-50],b
Dunkerque,France,Saint Valery,France,23.0,Subsistances,46,[21-50],b
Dunkerque,France,Marennes,France,200.0,Divers,200,[101-200],d
Dunkerque,France,Marennes,France,90.0,Divers,90,[51-100],c
Dunkerque,France,Marennes,France,64.0,Divers,64,[51-100],c
Dunkerque,France,Marennes,France,90.0,Divers,90,[51-100],c
La Rochelle,France,Ile de Ré,France,70.0,cargaison inconnue,70,[51-100],c
Dunkerque,France,Boulogne sur Mer,France,140.0,Objets manufacturés,140,[101-200],d
Dunkerque,France,Boulogne sur Mer,France,38.0,Subsistances,38,[21-50],b
Dunkerque,France,Boulogne sur Mer,France,25.0,[vide],25,[21-50],b
Dunkerque,France,Bayonne,France,110.0,Divers,110,[101-200],d
Dunkerque,France,Bayonne,France,90.0,Divers,90,[51-100],c
Dunkerque,France,Bayonne,France,30.0,Industrie française et étrangère,90,[51-100],c
Dunkerque,France,Bayonne,France,30.0,Objets manufacturés,90,[51-100],c
Dunkerque,France,Bayonne,France,30.0,Matières premières,90,[51-100],c
Dunkerque,France,La Rochelle,France,120.0,Divers,120,[101-200],d
Dunkerque,France,Tabago,France,116.66666666666667,Bêtes de somme,350,[201-500],e
Dunkerque,France,Tabago,France,116.66666666666667,Subsistances,350,[201-500],e
Dunkerque,France,Tabago,France,116.66666666666667,Objets manufacturés,350,[201-500],e
Dunkerque,France,Marseille,France,90.0,Objets manufacturés,180,[101-200],d
Dunkerque,France,Marseille,France,90.0,Industrie française et étrangère,180,[101-200],d
Dunkerque,France,Ostende,Autriche,60.0,Objets manufacturés,60,[51-100],c
Dunkerque,France,Tabago,France,300.0,Objets manufacturés,300,[201-500],e
Dunkerque,France,Marseille,France,180.0,Divers,180,[101-200],d
Dunkerque,France,Marseille,France,150.0,Divers,150,[101-200],d
Dunkerque,France,Nieuport,Autriche,6.0,Subsistances,6,[1-20],a
Dunkerque,France,Banc de Terre Neuve,zone maritime,120.0,cargaison inconnue,120,[101-200],d
Dunkerque,France,Genes,République de Gênes,50.0,Objets manufacturés,150,[101-200],d
Dunkerque,France,Genes,République de Gênes,50.0,Industrie française et étrangère,150,[101-200],d
Dunkerque,France,Genes,République de Gênes,50.0,Matières premières,150,[101-200],d
Dunkerque,France,Vieuport,France,40.0,Divers,40,[21-50],b
Ars en Ré,France,Pontrieux,France,39.0,Subsistances,39,[21-50],b
Dunkerque,France,Nieuport,Autriche,10.0,Matières premières,20,[1-20],a
Dunkerque,France,Nieuport,Autriche,10.0,Matières premières,20,[1-20],a
Dunkerque,France,Itlands [Shetland],Grande-Bretagne,24.0,[vide],48,[21-50],b
Dunkerque,France,Itlands [Shetland],Grande-Bretagne,24.0,[vide],48,[21-50],b
Dunkerque,France,Terre Neuve,Grande-Bretagne,120.0,cargaison inconnue,120,[101-200],d
Ostende,Autriche,Malaga,Espagne,82.5,Objets manufacturés,165,[101-200],d
Ostende,Autriche,Malaga,Espagne,82.5,Industrie française et étrangère,165,[101-200],d
Dunkerque,France,Boulogne sur Mer,France,40.0,Subsistances,40,[21-50],b
Dunkerque,France,Boulogne sur Mer,France,25.0,[vide],25,[21-50],b
Dunkerque,France,Saint Valéry sur Somme,France,10.0,Matières premières,20,[1-20],a
Dunkerque,France,Saint Valéry sur Somme,France,10.0,Subsistances,20,[1-20],a
Dunkerque,France,Memel,Prusse,230.0,Divers,230,[201-500],e
Dunkerque,France,Marseille,France,60.0,Industrie française et étrangère,120,[101-200],d
Dunkerque,France,Marseille,France,60.0,Objets manufacturés,120,[101-200],d
Dunkerque,France,Boulogne sur Mer,France,20.0,Subsistances,20,[1-20],a
Dunkerque,France,Ostende,Autriche,20.0,Objets manufacturés,40,[21-50],b
Dunkerque,France,Ostende,Autriche,20.0,Subsistances,40,[21-50],b
Dunkerque,France,Bayonne,France,53.0,Matières premières,53,[51-100],c
Dunkerque,France,Nieuport,Autriche,6.666666666666667,Subsistances,20,[1-20],a
Dunkerque,France,Nieuport,Autriche,6.666666666666667,Objets manufacturés,20,[1-20],a
Dunkerque,France,Nieuport,Autriche,6.666666666666667,Matières premières,20,[1-20],a
