pointcall_outdate,different date if any,captain_name,different capt if any,ship_name,different ship_name if any,ship_homeport,different homeport if any,observations,geniève (pintes de Paris),eau-de-vie (pintes de Paris),Taffia (pintes de Paris),tabac en feuilles (livres poids),thé (livres poids),corinthes (livres poids),vin rouge (pintes),vin fin (pintes),vin (barriques),vin (pots),liqueurs (pintes),tabac en poudre (livre poids),tabac fabriqué (livres poids),tabac en côtes (livres poids),drogues (livres poids),rhubarbre (livres poids),amidon (livres poids),café (livres poids),sucre brut (livres poids),sucre rafiné (livres),sucre en pain (livres poids),mousseline (livres poids),mousseline (livres tounois),mousseline des Indes (livres tournois),mousselines et mouchoirs (livres tournois),mouchoirs de mousseline (livres poids),mouchoirs de mousselin (valeur en £-stg),mouchoirs de soie (livres poids),mouchoirs de soie (livres tournois),perses (livres poids),nankins (livres poids),nankins (pièces),mouchoirs de Bandannoes (livres poids),Bandanoes (livres poids),bandanoes (valeur livres tournois),Bandanoes (pièces),Dimity (?) (livres poids),crêpes (livres poids),Soie des Indes (livres poids),soie et mousseline (livres tournois),marchandises des Indes (livres tournois),soieries (livres tournois),Jalap (livres poids),Taffetas (livres poids),Cambray (en livres tournois),Cambray (en £ stg),cambray (livres poids),Gauzes (livres poids),mercerie fine (livres poids),sené (livres poids),nacres de perle (livres tournois),pots de vess (en bouteiilles) /  potjevleesch???,porcelaine (livres tournois),voiture,Chocolat (livres poids),cartes à jouer (en livres poids),poudre à poudrer (livres poids),ship_id,ship_tonnage,pointcall_name,homeport_uhgs_id,ship_flag_standardized_fr,source_doc_id,homeport_lat,homeport_long,homeport_standardized_fr,mois,outdate,homeport_geom4326,homeport_comte,homeport_substate_1789_fr,homeport_state_1789_fr,pointcall_uhgs_id,pointcall_toponyme_fr,pointcall_toponyme_en,pointcall_lat,pointcall_long,pointcall_substate_1789_fr,pointcall_state_1789_fr,pointcall_partner_balance_1789,pointcall_partner_balance_supp_1789,pointcall_geom4326,shipment_price,shipment_price
1787=12=07,1787=12=10,"Page, Benjamin",,Preston,,Hastings,,,1200,80,2000,2000,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001588N,12,Lisbonne [mais: Angleterre],A0383904,britannique,111824,"50,85","0,6",Hasting,12,1787-12-07,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2656,2656
1787=12=06,,"Poole, John","Pool, John",Endeavour,,Hastings,,,20,,20,1920,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001166N,12,Lisbonne [mais: Angleterre],A0383904,britannique,111804,"50,85","0,6",Hasting,12,1787-12-06,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),715,715
1787=12=03,,"Bull, William","Ball, William",Sally,,Hastings,,,1800,5020,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002075N,12,Lisbonne [mais: Angleterre],A0383904,britannique,111782,"50,85","0,6",Hasting,12,1787-12-03,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4391,4391
1787=12=03,,"Philips, James",,Farmers Delight,,Hastings,,,400,200,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000948N,12,Lisbonne [mais: Angleterre],A0383904,britannique,111780,"50,85","0,6",Hasting,12,1787-12-03,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1074,1074
1787=11=12,,"Bevel, Salomon",,Lion,,Hastings,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000007N,12,Lisbonne [mais: Angleterre],A0383904,britannique,111675,"50,85","0,6",Hasting,11,1787-11-12,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=10=31,,"Swain, Jean",,Neptune,,Hastings,,,3700,260,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000844N,12,Lisbonne [mais: Angleterre],A0383904,britannique,111625,"50,85","0,6",Hasting,10,1787-10-31,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2739,2739
1787=10=30,,"Duke, Stephen",,Tartare,,Hastings,,,2040,840,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000945N,12,Lisbonne [mais: Angleterre],A0383904,britannique,111618,"50,85","0,6",Hasting,10,1787-10-30,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2196,2196
1787=10=16,,"Philips, George",,Bonne Intention,,Hastings,,,40,,2040,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000578N,12,Lisbonne [mais: Angleterre],A0383904,britannique,111550,"50,85","0,6",Hasting,10,1787-10-16,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4468,4468
1787=10=08,,"Bewell, Salomon","Bevill, Salomon",Lion,,Hastings,,,320,620,160,12000,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000007N,12,Lisbonne [mais: Angleterre],A0383904,britannique,111499,"50,85","0,6",Hasting,10,1787-10-08,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),5607,5607
1787=10=08,,"Barry, Thomas",,Ostende,,Hastings,,,,200,,2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000162N,12,Lisbonne [mais: Angleterre],A0383904,britannique,111498,"50,85","0,6",Hasting,10,1787-10-08,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1858,1858
1787=10=06,1787=10=04,"Feast, Jean",,Peggy,,Hastings,,,2100,400,40,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003792N,12,Lisbonne [mais: Angleterre],A0383904,britannique,111492,"50,85","0,6",Hasting,10,1787-10-06,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3299,3299
1787=09=15,,"Kerby, Guillaume",,Eclipse,,Hastings,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000498N,12,Lisbonne [mais: Angleterre],A0383904,britannique,111359,"50,85","0,6",Hasting,9,1787-09-15,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=01=02,,"Scoray, William",,Nimble,,Dartmouth,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000533N,12,Lisbonne [mais: Angleterre],A0409593,britannique,109735,"50,35","-3,583,333",Dartmouth,1,1787-01-02,POINT (-3.583333 50.35),Devon shire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1180,1180
1787=09=14,,"Swain, John",,Neptune,,Hastings,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000844N,12,Lisbonne [mais: Angleterre],A0383904,britannique,111341,"50,85","0,6",Hasting,9,1787-09-14,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=09=13,,"Duck, Stephen",,Tartare,,Hastings,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000945N,12,Lisbonne [mais: Angleterre],A0383904,britannique,111336,"50,85","0,6",Hasting,9,1787-09-13,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=08=23,,"Page, Benjamin",,Anne,,Hastings,,,40,800,800,5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001587N,12,Lisbonne [mais: Angleterre],A0383904,britannique,111184,"50,85","0,6",Hasting,8,1787-08-23,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2948,2948
1787=08=17,,"Bewell, Salomon",,Lion,,Hastings,,,2000,780,1200,4800,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000007N,12,Lisbonne [mais: Angleterre],A0383904,britannique,111152,"50,85","0,6",Hasting,8,1787-08-17,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4485,4485
1787=08=06,,"Philips, Thomas",,Lyon,,Hastings,,,4000,1000,120,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000008N,12,Lisbonne [mais: Angleterre],A0383904,britannique,111076,"50,85","0,6",Hasting,8,1787-08-06,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3202,3202
1787=07=20,,"Bewill, Salomon",,Lyon,,Hastings,,,800,800,600,8000,1500,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000007N,12,Lisbonne [mais: Angleterre],A0383904,britannique,110976,"50,85","0,6",Hasting,7,1787-07-20,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4944,4944
1787=07=14,,"Philips, Thomas",,Frères,,Hastings,,,20,,460,8400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003293N,12,Lisbonne [mais: Angleterre],A0383904,britannique,110933,"50,85","0,6",Hasting,7,1787-07-14,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3307,3307
1787=07=11,1787=07=12,"Bevill, Salomon",,Lyon,,Hastings,,,2460,160,240,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000007N,12,Lisbonne [mais: Angleterre],A0383904,britannique,110919,"50,85","0,6",Hasting,7,1787-07-11,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2768,2768
1787=07=03,,"Bewill, Salomon",,Lyon,,Hastings,,,3000,800,80,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000007N,12,Lisbonne [mais: Angleterre],A0383904,britannique,110868,"50,85","0,6",Hasting,7,1787-07-03,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2362,2362
1787=06=12,,"Ball, William",,Peggy,,Hastings,,,520,400,660,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000742N,12,Lisbonne [mais: Angleterre],A0383904,britannique,110763,"50,85","0,6",Hasting,6,1787-06-12,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3093,3093
1787=05=02,,"Kirkley, William","Kerby, William",Eclipse,,Hastings,,,2000,3000,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000498N,12,Lisbonne [mais: Angleterre],A0383904,britannique,110509,"50,85","0,6",Hasting,5,1787-05-02,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3187,3187
1787=04=23,,"Kirby, William",,Eclipse,,Hastings,,,2000,3000,120,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000498N,12,Lisbonne [mais: Angleterre],A0383904,britannique,110476,"50,85","0,6",Hasting,4,1787-04-23,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3742,3742
1787=04=07,,"Duke, Etienne",,Tartare,,Hastings,,,6040,2000,180,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000945N,12,Lisbonne [mais: Angleterre],A0383904,britannique,110376,"50,85","0,6",Hasting,4,1787-04-07,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),12052,12052
1787=03=30,,"Duke,Stephen",,Tartare,,Hastings,,,6680,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000945N,12,Lisbonne [mais: Angleterre],A0383904,britannique,110290,"50,85","0,6",Hasting,3,1787-03-30,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4297,4297
1787=03=21,,"Garue, John","Garne (?), Joseph",Preston,,Hastings,,,,400,360,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001588N,12,Lisbonne [mais: Angleterre],A0383904,britannique,110223,"50,85","0,6",Hasting,3,1787-03-21,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4049,4049
1787=03=13,,"Ball, Guillaume","Ball, William",Peggy,,Hastings,,1 ballot Baudannoes pesant,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,0000742N,12,Lisbonne [mais: Angleterre],A0383904,britannique,110152,"50,85","0,6",Hasting,3,1787-03-13,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),590,590
1787=03=19,,"Bewell, Salomon","Bevill, Salomon",Lion,,Hastings,,,1920,880,120,50,500,,,,,,,,,,,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000007N,12,Lisbonne [mais: Angleterre],A0383904,britannique,110198,"50,85","0,6",Hasting,3,1787-03-19,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3422,3422
1787=02=23,,"Strong, James",,Marguerite,,Leith,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003521N,130,Leith,A0401159,britannique,110035,"55,95","-3,166,667",Leith,2,1787-02-23,POINT (-3.166667 55.95),Ecosse,Ecosse,Grande-Bretagne,A0401159,Leith,Leith,"55,95","-3,166,667",Ecosse,Grande-Bretagne,Angleterre,Etranger,POINT (-3.166667 55.95),0,0
1787=03=09,,"Duke, Etienne","Duke, Stephen",Tartare,,Hastings,,,2000,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000945N,12,Lisbonne [mais: Angleterre],A0383904,britannique,110118,"50,85","0,6",Hasting,3,1787-03-09,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2125,2125
1787=02=10,,"Ball, William",,Peggy,,Hastings,,,1680,2240,440,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000742N,12,Lisbonne [mais: Angleterre],A0383904,britannique,109958,"50,85","0,6",Hasting,2,1787-02-10,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2858,2858
1787=02=08,,"Bewell, Salomon","Bevell, Salomon",Lion,,Hastings,,,580,480,800,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000007N,12,Lisbonne [mais: Angleterre],A0383904,britannique,109940,"50,85","0,6",Hasting,2,1787-02-08,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1177,1177
1787=02=06,,"Kirby, William",,Eclipse,,Hastings,,,,360,840,5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000498N,12,Lisbonne [mais: Angleterre],A0383904,britannique,109924,"50,85","0,6",Hasting,2,1787-02-06,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2724,2724
1787=03=10,,"Page, Benjamin",,Preston,,Hastings,,,,800,200,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001588N,12,Lisbonne [mais: Angleterre],A0383904,britannique,110123,"50,85","0,6",Hasting,3,1787-03-10,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4190,4190
1787=01=31,1787=01=26,"Ball, William",,Peggy,,Hastings,,,940,3840,320,500,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,,,0000742N,12,Lisbonne [mais: Angleterre],A0383904,britannique,109879,"50,85","0,6",Hasting,1,1787-01-31,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3190,3190
1787=01=12,1787=01=11,"Hadden, John",,Espérance,La Rénommée,Hastings,,,2240,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002065N,12,Lisbonne [mais: Angleterre],A0383904,britannique,109784,"50,85","0,6",Hasting,1,1787-01-12,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3093,3093
1787=06=12,,"Page, Benjamin",,Nancy,,Hastings,,,,,1000,5200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000292N,12,Lisbonne [mais: Angleterre],A0383904,britannique,110762,"50,85","0,6",Hasting,6,1787-06-12,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2462,2462
1787=04=10,,"Hadden, John",,Fame,,Hastings,,,1200,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000952N,12,Lisbonne [mais: Angleterre],A0383904,britannique,110391,"50,85","0,6",Hasting,4,1787-04-10,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),944,944
1787=02=03,1787=02=02,"Hadden, John",,Fame,,Hastings,,,420,1500,,4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000952N,12,Lisbonne [mais: Angleterre],A0383904,britannique,109902,"50,85","0,6",Hasting,2,1787-02-03,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2753,2753
1787=11=22,,"Cromwell, Edward",,Neptune,,Hastings,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000844N,12,[Unknown],A0383904,britannique,111734,"50,85","0,6",Hasting,11,1787-11-22,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,H9999999,pas mentionné,Not mentioned by the source,,,,,,,,0,0
1787=09=20,,"Nun, Jean",,Fleur de May,,Mazzy [Mersey],,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002024N,12,Bergen [mais: Angleterre],A0388793,britannique,111383,"53,45","-3,033,333",Mersey,9,1787-09-20,POINT (-3.033333 53.45),Lancashire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=04=27,,"Warrell, Samuel",,Fleur de May,,Marsey,,,2000,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001325N,12,Lisbonne [mais: Angleterre],A0388793,britannique,110496,"53,45","-3,033,333",Mersey,4,1787-04-27,POINT (-3.033333 53.45),Lancashire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1346,1346
1787=02=27,1787=02=28,"Warell, Samuel","Warrell, Samuel (spelling?)",Fleur de May,,Mersey,Marsey,,1640,480,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001325N,12,Lisbonne [mais: Angleterre],A0388793,britannique,110060,"53,45","-3,033,333",Mersey,2,1787-02-27,POINT (-3.033333 53.45),Lancashire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1310,1310
1787=02=09,,"Warrell, Samuel",,Fleur de May,,Wostmersea,Westmoorson,,1720,280,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001325N,12,Lisbonne [mais: Angleterre],A0388793,britannique,109945,"53,45","-3,033,333",Mersey,2,1787-02-09,POINT (-3.033333 53.45),Lancashire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1299,1299
1787=06=30,,"Hubbert, Thomas",,Elisabeth,,Hull,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000929N,70,Hull,A0389327,britannique,110851,"53,716,667","-333,333",Hull,6,1787-06-30,POINT (-0.333333 53.716667),York shire,Angleterre,Grande-Bretagne,A0389327,Hull,Hull,"53,716,667","-333,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.333333 53.716667),0,0
1787=09=01,,"Hubbart, Thomas",,Elisabeth,,Hull,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000929N,70,Hull,A0389327,britannique,111246,"53,716,667","-333,333",Hull,9,1787-09-01,POINT (-0.333333 53.716667),York shire,Angleterre,Grande-Bretagne,A0389327,Hull,Hull,"53,716,667","-333,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.333333 53.716667),0,0
1787=07=28,,"Bennet, Guillaume",,Expédition,,Hull,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003409N,70,Hull,A0389327,britannique,111029,"53,716,667","-333,333",Hull,7,1787-07-28,POINT (-0.333333 53.716667),York shire,Angleterre,Grande-Bretagne,A0389327,Hull,Hull,"53,716,667","-333,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.333333 53.716667),0,0
